time_s,wob_N
1626701902.121668,-0.156877
1626701902.252355,-0.154085
1626701902.394096,-0.177260
1626701902.535803,-0.168096
1626701902.677838,-0.165831
1626701902.819609,-0.156034
1626701902.961285,-0.149239
1626701903.114068,-0.165673
1626701903.255810,-0.165146
1626701903.386511,-0.167569
1626701903.528440,-0.156929
1626701903.659687,-0.163724
1626701903.812492,-0.154296
1626701903.965451,-0.157087
1626701904.107323,-0.155139
1626701904.249102,-0.177682
1626701904.379763,-0.163250
1626701904.532519,-0.157561
1626701904.674912,-0.181053
1626701904.828055,-0.168991
1626701904.959078,-0.154928
1626701905.078976,-0.162091
1626701905.220722,-0.162934
1626701905.351549,-0.164988
1626701905.493626,-0.166779
1626701905.646382,-0.163197
1626701905.799195,-0.161617
1626701905.941104,-0.167727
1626701906.082803,-0.162986
1626701906.213579,-0.150820
1626701906.344467,-0.169518
1626701906.497512,-0.163408
1626701906.628509,-0.157403
1626701906.759686,-0.168043
1626701906.890682,-0.155876
1626701907.021465,-0.157140
1626701907.185273,-0.153558
1626701907.326997,-0.170150
1626701907.480576,0.979599
1626701907.633448,-0.156929
1626701907.775172,-0.162934
1626701907.905817,-0.165567
1626701908.078533,-0.154507
1626701908.220278,-0.152031
1626701908.362276,-0.148607
1626701908.493268,-0.149239
1626701908.634982,-0.158404
1626701908.765997,-0.154454
1626701908.907945,-0.181158
1626701909.060753,-0.744734
1626701909.202657,-0.139390
1626701909.333600,-0.158404
1626701909.464437,-0.185056
1626701909.606363,-0.165673
1626701909.759331,-0.171203
1626701909.890104,-0.185266
1626701910.031823,-0.224664
1626701910.173703,-0.201173
1626701910.360611,-0.162091
1626701910.524720,-0.150030
1626701910.655919,-0.146817
1626701910.798160,-0.169202
1626701910.940280,-0.170308
1626701911.081989,-0.172257
1626701911.212814,-0.151820
1626701911.354830,-0.148133
1626701911.496965,-0.190691
1626701911.638973,-0.168464
1626701911.792094,-0.166463
1626701911.933985,-0.158931
1626701912.086817,-0.138231
1626701912.228691,-0.151083
1626701912.381480,-0.166989
1626701912.534448,-0.168254
1626701912.654088,-0.170729
1626701912.796016,-0.164725
1626701912.926807,-0.175364
1626701913.068595,-0.154507
1626701913.210339,-0.183001
1626701913.363193,-0.168675
1626701913.494124,-0.158826
1626701913.636014,-0.180895
1626701913.766851,-0.177840
1626701913.931033,-0.162881
1626701914.083865,-0.149397
1626701914.225835,-0.165146
1626701914.367545,-0.160616
1626701914.520369,-0.190902
1626701914.662083,-0.177734
1626701914.814927,-0.146290
1626701914.978913,-0.160511
1626701915.120761,-0.140707
1626701915.251484,-0.152189
1626701915.382534,-0.156350
1626701915.546439,-0.160616
1626701915.677502,-0.191429
1626701915.808254,-0.254423
1626701915.961530,-0.226455
1626701916.103345,-0.241676
1626701916.245007,-0.226560
1626701916.397755,-0.207546
1626701916.528685,-0.196696
1626701916.670633,-0.186162
1626701916.834630,-0.192166
1626701916.965403,-0.180420
1626701917.096448,-0.174995
1626701917.238622,-0.280495
1626701917.380590,-0.271067
1626701917.511576,-0.268644
1626701917.664598,-0.227455
1626701917.795498,-0.186004
1626701917.928147,-0.205386
1626701918.080967,-0.237621
1626701918.222677,-0.254159
1626701918.375518,-0.154770
1626701918.506486,-0.270171
1626701918.637168,-0.238042
1626701918.779136,-0.058962
1626701918.920895,-0.102942
1626701919.062578,-0.099729
1626701919.193375,-0.201331
1626701919.346207,-0.137494
1626701919.487944,-0.087299
1626701919.629953,0.026259
1626701919.771680,0.099682
1626701919.902263,0.149983
1626701920.055046,0.062707
1626701920.197150,0.066342
1626701920.328066,-0.128961
1626701920.481190,-0.099097
1626701920.634184,-0.225085
1626701920.776055,-0.086930
1626701920.906726,-0.119797
1626701921.049167,-0.219186
1626701921.179983,-0.389681
1626701921.311102,-0.075817
1626701921.441867,-0.238095
1626701921.583892,-0.518408
1626701921.715540,-0.682319
1626701921.846786,-0.526572
1626701921.988554,-0.412277
1626701922.119548,-0.434609
1626701922.250519,-0.321578
1626701922.381384,-0.163777
1626701922.545555,-0.458574
1626701922.698354,-0.571342
1626701922.851352,-0.526625
1626701922.993089,-0.449568
1626701923.134864,-0.275017
1626701923.298828,-0.364768
1626701923.462731,-0.396634
1626701923.593709,-0.266800
1626701923.724659,-0.305092
1626701923.877531,-0.457679
1626701924.019552,-0.516933
1626701924.161264,-0.654667
1626701924.314035,-0.779286
1626701924.455745,-0.665886
1626701924.586498,-0.526045
1626701924.739283,-0.433872
1626701924.892361,-0.746209
1626701925.023331,-0.771860
1626701925.165132,-0.545797
1626701925.296074,-0.521832
1626701925.427324,-0.531892
1626701925.558184,-0.319682
1626701925.700273,-0.569288
1626701925.842310,-0.491546
1626701925.973024,-0.485489
1626701926.103820,-0.703598
1626701926.234453,-0.616428
1626701926.376427,-0.366243
1626701926.496126,-54.386292
1626701926.638108,-0.859556
1626701926.768894,-0.584405
1626701926.921992,-0.540741
1626701927.127996,-0.532471
1626701927.269716,-0.457047
1626701927.411687,-0.600416
1626701927.542790,0.661573
1626701927.673959,-0.726773
1626701927.804826,-0.433450
1626701927.957955,-0.495655
1626701928.099689,-0.749843
1626701928.241413,-0.754110
1626701928.372250,-0.450674
1626701928.503211,-0.304934
1626701928.644958,-0.335641
1626701928.775949,-0.858977
1626701928.917686,-0.606526
1626701929.070600,-0.634705
1626701929.223375,-0.651770
1626701929.398591,-0.575661
1626701929.540371,-0.693486
1626701929.693367,-0.680687
1626701929.846192,-0.781498
1626701929.977103,-0.782394
1626701930.107951,-0.638655
1626701930.250027,-0.620537
1626701930.392037,-0.967320
1626701930.545101,-0.888630
1626701930.686824,-0.815313
1626701930.817459,-0.534525
1626701930.970218,-0.520568
1626701931.100870,-0.813259
1626701931.242592,-0.724456
1626701931.384277,-0.637760
1626701931.526203,-0.621169
1626701931.667933,-0.623118
1626701931.832085,-0.779865
1626701931.973851,-0.759113
1626701932.104734,-0.604261
1626701932.257800,-0.639814
1626701932.399700,-0.599837
1626701932.541738,-0.699121
1626701932.683500,-0.705969
1626701932.825334,-0.701650
1626701932.978122,-0.781235
1626701933.119843,-0.625804
1626701933.261695,-0.736043
1626701933.403383,-0.713079
1626701933.556435,-0.875357
1626701933.698200,-0.865771
1626701933.840026,-0.652613
1626701933.992884,-0.623750
1626701934.123572,-0.661672
1626701934.276644,-0.744418
1626701934.418360,-0.802198
1626701934.560260,-0.569288
1626701934.713371,-0.636338
1626701934.855153,-0.711025
1626701934.996826,-0.764380
1626701935.127512,-0.823424
1626701935.269197,-0.539951
1626701935.410899,-0.694381
1626701935.552749,-0.810625
1626701935.705974,-0.800302
1626701935.858902,-0.765908
1626701936.000598,-0.573660
1626701936.142557,-0.580823
1626701936.284281,-0.629122
1626701936.437042,-0.676947
1626701936.590084,-0.659250
1626701936.731846,-0.723350
1626701936.873553,-0.652297
1626701937.015285,-0.779181
1626701937.157007,-0.578663
1626701937.309948,-0.636233
1626701937.463026,-0.784922
1626701937.593742,-0.572764
1626701937.781009,-0.686480
1626701937.911759,-0.599152
1626701938.053612,-0.690905
1626701938.206696,-0.696540
1626701938.359778,-0.728670
1626701938.512553,-0.669310
1626701938.665292,-0.640657
1626701938.829133,-0.683531
1626701938.959935,-0.769489
1626701939.112759,-0.753899
1626701939.254619,-0.745630
1626701939.418496,-0.718451
1626701939.560174,-0.769963
1626701939.736143,-0.743154
1626701939.878062,-0.624329
1626701940.019913,-0.686480
1626701940.173007,-0.664675
1626701940.315023,-0.717819
1626701940.446111,-0.714923
1626701940.576864,-0.628543
1626701940.718603,-0.679475
1626701940.860699,-0.657880
1626701940.991773,-0.649400
1626701941.133495,-0.668256
1626701941.286255,-0.670890
1626701941.427976,-0.712763
1626701941.592123,-0.696382
1626701941.723230,-0.795614
1626701941.854194,-0.709603
1626701941.996396,-0.761589
1626701942.127455,-0.696540
1626701942.269393,-0.691115
1626701942.422457,-0.672365
1626701942.564259,-0.763959
1626701942.706303,-0.713342
1626701942.848390,-0.609265
1626701942.979479,-0.659408
1626701943.121296,-0.742627
1626701943.262976,-0.811837
1626701943.393947,-0.783974
1626701943.546731,-1.065235
1626701943.688532,-0.774756
1626701943.830593,-0.493495
1626701943.961613,-0.722402
1626701944.103469,-0.824109
1626701944.234116,-0.890948
1626701944.376024,-0.700701
1626701944.517983,-0.635653
1626701944.659963,-0.614480
1626701944.812830,-54.482627
1626701944.965997,-0.724193
1626701945.108028,-0.646556
1626701945.249798,-0.620747
1626701945.391899,-0.690167
1626701945.534036,-0.689535
1626701945.664665,-0.623802
1626701945.806371,-0.635021
1626701945.948724,-0.608475
1626701946.079638,-0.624013
1626701946.210778,-0.569499
1626701946.363621,-0.576767
1626701946.505345,-0.507084
1626701946.658269,-0.472479
1626701946.811404,-0.597309
1626701946.953248,-0.641394
1626701947.095055,-0.713606
1626701947.248010,-0.794719
1626701947.401128,-0.713764
1626701947.532142,-0.693749
1626701947.684958,-0.540425
1626701947.848826,-0.557016
1626701947.990869,-0.817894
1626701948.144126,-0.865877
1626701948.274998,-0.821897
1626701948.427796,-0.573344
1626701948.591758,-0.529364
1626701948.722694,-0.381939
1626701948.853502,-0.784237
1626701948.995243,-0.619378
1626701949.148027,-0.516512
1626701949.278815,-0.740204
1626701949.431637,-0.857660
1626701949.573465,-0.663727
1626701949.715208,-0.687902
1626701949.857373,-0.524887
1626701949.999482,-0.631966
1626701950.130395,-0.791137
1626701950.272168,-0.834801
1626701950.413896,-0.676578
1626701950.555562,-0.943197
1626701950.730509,-0.830377
1626701950.861302,-0.733621
1626701951.003000,-0.851919
1626701951.122844,-0.723719
1626701951.275945,-0.644238
1626701951.428993,-0.620747
1626701951.581739,-0.812363
1626701951.712693,-0.737150
1626701951.854703,-0.649611
1626701951.975568,-0.882731
1626701952.129246,-0.585089
1626701952.271045,-0.699016
1626701952.390994,-1.042165
1626701952.532892,-0.757744
1626701952.674778,-0.494970
1626701952.816481,-54.351846
1626701952.958617,-0.677052
1626701953.100569,-0.680213
1626701953.242337,-0.806095
1626701953.373068,-0.640078
1626701953.503714,-0.657459
1626701953.656496,-0.603577
1626701953.787303,-0.532577
1626701953.929107,-0.626330
1626701954.070971,-0.607369
1626701954.201726,-0.807307
1626701954.343499,-0.840647
1626701954.496301,-0.547956
1626701954.649203,-0.838962
1626701954.780005,-0.709287
1626701954.922129,-0.803936
1626701955.064338,-0.911911
1626701955.217341,-0.833274
1626701955.359036,-0.638287
1626701955.512049,-0.594359
1626701955.643114,-0.753267
1626701955.784878,-0.948464
1626701955.915854,-0.867931
1626701956.057830,-0.591568
1626701956.210627,-0.616955
1626701956.341553,-0.619062
1626701956.494508,-0.848074
1626701956.625545,-0.737466
1626701956.778723,-0.815208
1626701956.909660,-0.730671
1626701957.051539,0.674056
1626701957.204380,-0.664622
1626701957.346097,-0.654615
1626701957.499286,-0.727564
1626701957.629955,-0.901903
1626701957.771652,-0.733726
1626701957.924808,-0.669204
1626701958.055823,-0.649400
1626701958.219670,-0.613531
1626701958.350285,-0.745472
1626701958.491961,-0.720506
1626701958.644719,-0.651033
1626701958.797895,-0.758534
1626701958.950763,-0.767804
1626701959.092736,-0.696909
1626701959.246005,-0.730408
1626701959.398876,-0.600733
1626701959.518490,-0.710656
1626701959.660236,-0.761009
1626701959.802042,-0.930504
1626701959.933064,-0.651086
1626701960.063744,-0.480907
1626701960.250902,-0.654299
1626701960.392794,-0.679897
1626701960.534726,-0.836592
1626701960.676471,-0.814259
1626701960.818166,-0.742206
1626701960.948885,-0.592621
1626701961.090777,-53.758616
1626701961.243541,-0.670152
1626701961.396685,-0.765855
1626701961.549518,-0.868458
1626701961.691187,-0.805253
1626701961.833177,-0.736728
1626701961.953086,-0.511140
1626701962.083726,-0.798195
1626701962.236810,-0.714132
1626701962.356448,-0.839331
1626701962.509498,-0.710393
1626701962.640419,-0.906802
1626701962.782122,-0.845704
1626701962.924067,-0.724087
1626701963.077049,-0.869774
1626701963.229822,-0.838383
1626701963.360540,-0.872408
1626701963.491497,-0.908119
1626701963.644291,-0.868774
1626701963.808119,-0.702124
1626701963.949934,-0.902746
1626701964.091764,-0.895636
1626701964.222490,-1.136709
1626701964.364228,-0.889052
1626701964.562565,-0.901377
1626701964.715609,-0.849865
1626701964.857318,-0.857081
1626701965.032537,-0.895741
1626701965.163532,-0.987546
1626701965.294583,-0.889473
1626701965.447402,-0.844598
1626701965.578370,-0.859240
1626701965.720301,-0.867035
1626701965.862046,-0.893739
1626701966.014840,-0.811626
1626701966.156581,-0.800986
1626701966.309700,-0.832115
1626701966.440775,-0.919127
1626701966.582554,-0.881889
1626701966.724323,-0.864560
1626701966.877095,-0.808729
1626701967.008063,-0.826953
1626701967.160995,-0.826742
1626701967.302801,-0.828323
1626701967.422594,-54.710849
1626701967.575395,-0.816472
1626701967.717294,-0.874989
1626701967.859049,-0.868300
1626701967.989874,-0.840489
1626701968.131748,-0.775178
1626701968.262870,-0.820475
1626701968.404607,-1.089780
1626701968.546700,-0.821475
1626701968.688648,-0.899533
1626701968.830611,-0.728512
1626701968.950199,-0.772755
1626701969.092263,-0.784659
1626701969.234144,-0.937140
1626701969.364912,-0.948886
1626701969.495868,-0.785765
1626701969.637627,-0.653877
1626701969.779671,-1.038689
1626701969.910785,-0.937403
1626701970.052492,-0.800249
1626701970.194502,-0.831377
1626701970.347285,-0.941406
1626701970.478317,-0.622538
1626701970.631125,-0.684321
1626701970.772790,-0.712763
1626701970.903389,-0.991338
1626701971.056370,-0.942144
1626701971.187144,-0.830640
1626701971.329263,-1.156250
1626701971.460163,-0.999660
1626701971.612982,-0.727089
1626701971.743943,-0.803093
1626701971.874936,-1.035845
1626701972.005661,-0.833642
1626701972.147619,-0.719400
1626701972.300395,-0.983912
1626701972.442473,-1.036372
1626701972.584313,-1.057493
1626701972.726483,-0.777548
1626701972.879483,-1.091360
1626701973.032403,-1.112270
1626701973.174150,-1.052278
1626701973.315940,-0.985650
1626701973.457980,-0.896584
1626701973.599992,-0.643448
1626701973.730850,-0.617008
1626701973.883665,-0.872724
1626701974.036423,-0.970112
1626701974.178127,-0.952204
1626701974.330934,-0.731566
1626701974.472655,-0.711341
1626701974.625892,-0.990443
1626701974.778949,-1.061074
1626701974.931716,-0.992760
1626701975.095901,-0.939300
1626701975.237669,-0.831114
1626701975.379335,-0.702808
1626701975.521033,-0.877412
1626701975.663097,-0.902957
1626701975.794213,-0.904168
1626701975.936015,-0.828849
1626701976.066781,-0.721664
1626701976.209616,-0.708971
1626701976.351577,-0.755216
1626701976.504359,-0.806464
1626701976.646047,-0.613742
1626701976.810295,-0.665728
1626701976.963121,-0.756322
1626701977.104813,-0.683373
1626701977.235702,-0.753056
1626701977.377665,-0.698753
1626701977.508654,-0.729249
1626701977.639605,-0.860346
1626701977.792477,-0.900113
1626701977.934215,-0.863349
1626701978.087037,-0.683583
1626701978.229109,-0.648715
1626701978.360017,-0.868616
1626701978.501724,-0.765592
1626701978.621587,-0.848759
1626701978.763634,-0.724983
1626701978.916595,-0.652034
1626701979.069358,-0.563652
1626701979.211360,-0.712500
1626701979.342334,-0.749791
1626701979.462440,0.730677
1626701979.593296,-0.756269
1626701979.724042,-0.679949
1626701979.865866,-0.692959
1626701980.018624,-0.680897
1626701980.171438,-0.789768
1626701980.302276,-0.864613
1626701980.455103,-0.587723
1626701980.596802,-0.625751
1626701980.749801,-0.627384
1626701980.880650,-0.652666
1626701981.011391,-0.560913
1626701981.153084,-0.814470
1626701981.316946,-0.687165
1626701981.458918,-0.740626
1626701981.600623,-0.688060
1626701981.764718,-0.662884
1626701981.895704,-0.700807
1626701982.048501,-0.705600
1626701982.201252,-0.873198
1626701982.365105,-0.925026
1626701982.507067,-0.923551
1626701982.649235,-0.704072
1626701982.802128,-0.769805
1626701982.944202,-0.768647
1626701983.075226,-0.781551
1626701983.228068,-0.863085
1626701983.359005,-0.880941
1626701983.489768,-0.923814
1626701983.642870,-0.712658
1626701983.784736,-0.841912
1626701983.937521,-0.719610
1626701984.079423,-0.859398
1626701984.221636,-0.892212
1626701984.374495,-0.843597
1626701984.527488,-0.630597
1626701984.658109,-0.677579
1626701984.788805,-0.808518
1626701984.941883,-0.893845
1626701985.072750,-0.920391
1626701985.226124,-0.757796
1626701985.367858,-0.859240
1626701985.509737,-0.665675
1626701985.630038,-54.470881
1626701985.772099,-0.647767
1626701985.935932,-0.836697
1626701986.078149,-1.106266
1626701986.220166,-0.939879
1626701986.350808,-0.932874
1626701986.492676,-0.796088
1626701986.623568,-0.820791
1626701986.754431,-0.919127
1626701986.907287,-0.810520
1626701987.048977,-0.852972
1626701987.190833,-0.832642
1626701987.333033,-0.855290
1626701987.463866,-0.746788
1626701987.605601,-0.849391
1626701987.736357,-0.895056
1626701987.866994,-0.936666
1626701988.008730,-0.844703
1626701988.139612,-0.839594
1626701988.270390,-0.853446
1626701988.412554,-0.852656
1626701988.554404,-0.892370
1626701988.696152,-0.828691
1626701988.848941,-0.784290
1626701988.980021,-0.900797
1626701989.110821,-0.929187
1626701989.241689,-0.910594
1626701989.383696,-0.879097
1626701989.514353,-0.873830
1626701989.667163,-0.846705
1626701989.797912,-0.870143
1626701989.950888,-0.877833
1626701990.103691,-0.872039
1626701990.245364,-0.883153
1626701990.375983,-0.862664
1626701990.517945,-0.895846
1626701990.648572,-0.872197
1626701990.812607,-0.860294
1626701990.943665,-0.870459
1626701991.085624,-0.898427
1626701991.238467,-0.890053
1626701991.369088,-0.926975
1626701991.500140,-0.838119
1626701991.664013,-0.832009
1626701991.794990,-0.815260
1626701991.926008,-0.854921
1626701992.067791,-0.820738
1626701992.220631,-0.849180
1626701992.362779,-0.845546
1626701992.493571,-0.863612
1626701992.646770,-0.878096
1626701992.811074,-0.839647
1626701992.942063,-0.880835
1626701993.094996,-0.839383
1626701993.225896,-0.838383
1626701993.389777,-0.858503
1626701993.509306,-53.846681
1626701993.650985,-0.837224
1626701993.792958,-54.586230
1626701993.945933,-0.829587
1626701994.076920,-0.830008
1626701994.196595,-0.880519
1626701994.316222,-0.857449
1626701994.447204,-0.822739
1626701994.589033,-0.822318
1626701994.730918,-0.851024
1626701994.883674,-0.826110
1626701995.025459,-0.841280
1626701995.167184,-0.835854
1626701995.309120,-0.828639
1626701995.462119,-0.846757
1626701995.603841,-0.841490
1626701995.756646,-0.849917
1626701995.887394,-0.844124
1626701996.029097,-0.841385
1626701996.160058,-0.840173
1626701996.301840,-0.842702
1626701996.454716,-0.847705
1626701996.596422,-0.829587
1626701996.727509,-0.805779
1626701996.880373,-0.845757
1626701997.022094,-0.837856
1626701997.185946,-0.833800
1626701997.327646,-0.837961
1626701997.458340,-1.089042
1626701997.611434,-0.820633
1626701997.742500,-0.870038
1626701997.895285,-0.833063
1626701998.048025,-0.832642
1626701998.178830,-0.819632
1626701998.309893,-0.835696
1626701998.451665,-0.833800
1626701998.615522,-0.827585
1626701998.757198,-0.859820
1626701998.910127,-54.584071
1626701999.063028,-0.843176
1626701999.237985,-0.874462
1626701999.390901,-0.833642
1626701999.532905,-0.832536
1626701999.697082,-0.842228
1626701999.850347,-0.852182
1626701999.981405,-0.838172
1626702000.112328,-0.833590
1626702000.243232,-0.797984
1626702000.396230,-0.852498
1626702000.537956,-0.831430
1626702000.680103,-0.842596
1626702000.822020,-0.807992
1626702000.952819,-0.873040
1626702001.094728,-0.872724
1626702001.236669,-0.846178
1626702001.378363,-0.849549
1626702001.531480,-0.836644
1626702001.662574,-0.846073
1626702001.793490,-0.821949
1626702001.946600,-0.791980
1626702002.088433,-0.841069
1626702002.230162,-0.800512
1626702002.371877,-0.807412
1626702002.513780,-0.811415
1626702002.677824,-0.892949
1626702002.797596,-106.652882
1626702002.939441,-0.769911
1626702003.092330,-0.803093
1626702003.234043,-0.797826
1626702003.365073,-0.818842
1626702003.496098,-0.817051
1626702003.637950,-0.798090
1626702003.779895,-0.806991
1626702003.932802,-0.822950
1626702004.063690,-1.084671
1626702004.216450,-0.792243
1626702004.358279,-0.809888
1626702004.488942,-0.801250
1626702004.619628,-0.817894
1626702004.761643,-0.770701
1626702004.903610,-0.793455
1626702005.045460,-0.807518
1626702005.198320,-0.834011
1626702005.351097,-0.800302
1626702005.493035,-0.842491
1626702005.634838,-0.803251
1626702005.787614,-0.811679
1626702005.918206,-0.818368
1626702006.060187,-0.825742
1626702006.201977,-0.838751
1626702006.343786,-0.818526
1626702006.474605,-0.831377
1626702006.627705,-0.824372
1626702006.780543,-0.811152
1626702006.944826,-0.836223
1626702007.075843,-0.833800
1626702007.206766,-0.823846
1626702007.337640,-0.818473
1626702007.490725,-0.801513
1626702007.643832,-0.801724
1626702007.785579,-0.815734
1626702007.927448,-0.820949
1626702008.080226,-0.798669
1626702008.233198,-0.801513
1626702008.364122,-0.817578
1626702008.517141,-0.823424
1626702008.659098,-0.833063
1626702008.812189,-0.805358
1626702008.953964,-0.830061
1626702009.095628,-0.808308
1626702009.215403,-0.789136
1626702009.357433,-0.832378
1626702009.510360,-0.813996
1626702009.674574,-0.822634
1626702009.805308,-0.788609
1626702009.947407,-0.792559
1626702010.078256,-0.823055
1626702010.209283,-0.826690
1626702010.351027,-0.826058
1626702010.493091,0.630129
1626702010.634851,-0.799248
1626702010.765759,-0.818578
1626702010.907647,-0.818842
1626702011.049684,-0.801618
1626702011.191462,-0.794455
1626702011.322750,-0.790347
1626702011.453457,-0.818894
1626702011.595137,-0.808624
1626702011.726144,-0.789241
1626702011.857340,-0.806991
1626702011.988116,-0.798774
1626702012.130066,-0.808571
1626702012.261162,-0.794666
1626702012.402946,-0.794245
1626702012.555751,-0.811521
1626702012.697650,-0.824583
1626702012.828609,-0.797457
1626702012.959557,-0.799564
1626702013.101301,-0.785554
1626702013.231965,-0.807676
1626702013.362893,-0.830166
1626702013.515644,-0.791927
1626702013.668470,-0.761220
1626702013.821252,-0.793718
1626702013.974328,-0.770753
1626702014.105062,-0.777706
1626702014.246874,-0.785449
1626702014.399662,-0.803620
1626702014.563491,-0.824109
1626702014.716269,-0.798353
1626702014.847107,-0.794245
1626702014.989051,-0.801671
1626702015.130943,-0.829218
1626702015.262375,-0.806148
1626702015.415181,-0.816103
1626702015.546118,-0.834485
1626702015.699060,-0.821633
1626702015.851821,-0.830219
1626702015.993698,-0.835644
1626702016.146893,-0.834643
1626702016.288640,-0.792190
1626702016.430346,-0.805516
1626702016.605406,-0.644080
1626702016.758583,-0.806201
1626702016.900299,-0.813259
1626702017.030893,-0.839541
1626702017.194836,-0.821844
1626702017.326169,-0.860926
1626702017.467877,-0.841438
1626702017.598530,-0.826426
1626702017.729462,-0.831009
1626702017.871252,-0.833906
1626702018.013295,-0.809150
1626702018.166131,-0.827743
1626702018.307913,-0.802672
1626702018.427884,-54.586915
1626702018.547642,-54.572114
1626702018.700651,-0.813048
1626702018.864476,-0.806517
1626702019.006545,-0.836328
1626702019.159493,-0.817051
1626702019.279417,-0.878992
1626702019.421229,-0.825320
1626702019.574380,-0.825110
1626702019.727781,-0.841280
1626702019.892055,0.641611
1626702020.011919,-54.563687
1626702020.164771,-0.824530
1626702020.295521,-0.817367
1626702020.437250,-0.809466
1626702020.579360,-0.808782
1626702020.732657,-0.811099
1626702020.896522,-0.813733
1626702021.027498,-0.813522
1626702021.169223,-0.802935
1626702021.310951,-0.806886
1626702021.463694,-0.800038
1626702021.605414,-0.814365
1626702021.758281,-0.793507
1626702021.900211,-0.808729
1626702022.064339,-0.814470
1626702022.195179,-0.814470
1626702022.326139,-0.819052
1626702022.456909,-0.824004
1626702022.598718,-0.812574
1626702022.740925,-54.566953
1626702022.871588,-0.820264
1626702023.055177,-0.811679
1626702023.197113,-0.811205
1626702023.349905,-0.788082
1626702023.491574,-0.812679
1626702023.622555,-0.794350
1626702023.764483,-0.796878
1626702023.906535,-0.810572
1626702024.037225,-0.805885
1626702024.178900,-0.811837
1626702024.342988,-0.797563
1626702024.485002,-0.804410
1626702024.626971,-0.829639
1626702024.790921,-0.797299
1626702024.932822,-0.802514
1626702025.074949,-0.790821
1626702025.216629,-0.812100
1626702025.358749,-0.803304
1626702025.500699,-0.796562
1626702025.642688,-0.807149
1626702025.784579,-0.806043
1626702025.926273,-0.822423
1626702026.079385,-0.813311
1626702026.210306,-0.855185
1626702026.352055,-0.839015
1626702026.504950,-0.860241
1626702026.646872,-0.865350
1626702026.778006,-0.780498
1626702026.909099,-0.578769
1626702027.040020,-0.637813
1626702027.192985,-0.804989
1626702027.324034,-0.846810
1626702027.476828,-0.682425
1626702027.607944,-0.682056
1626702027.749883,-0.740573
1626702027.891950,-0.691326
1626702028.033666,-0.667624
1626702028.175648,-0.821159
1626702028.328450,-0.899112
1626702028.470184,-0.851287
1626702028.611856,-0.798142
1626702028.753612,-0.790979
1626702028.895660,-0.955944
1626702029.037385,-0.919706
1626702029.179086,-1.039953
1626702029.320860,-1.007824
1626702029.462989,-0.805305
1626702029.594080,-0.558017
1626702029.725367,-1.059863
1626702029.878478,-1.065604
1626702030.020203,-0.997711
1626702030.150880,-0.880993
1626702030.303724,-0.809203
1626702030.457002,-0.609529
1626702030.598690,-0.836328
1626702030.729732,-0.993129
1626702030.871656,-0.867720
1626702031.024880,-0.929766
1626702031.144716,-54.562476
1626702031.275543,-0.948570
1626702031.428326,-0.799143
1626702031.592450,-0.945778
1626702031.734211,-0.949834
1626702031.876503,-0.674313
1626702032.007326,-0.998027
1626702032.160470,-0.773071
1626702032.324435,-0.915914
1626702032.455202,-0.891422
1626702032.597069,-0.957787
1626702032.749844,-0.991128
1626702032.891749,-0.966636
1626702033.033508,-1.162149
1626702033.164176,-1.067816
1626702033.294938,-0.998923
1626702033.447976,-0.841227
1626702033.590171,-54.729284
1626702033.721101,-0.865508
1626702033.874052,-0.940985
1626702034.016028,-0.911964
1626702034.158020,-1.013091
1626702034.288709,-1.074769
1626702034.430371,-0.997606
1626702034.572180,-0.994499
1626702034.725019,-0.994973
1626702034.855784,-1.000082
1626702034.986465,-0.919443
1626702035.117106,-0.889631
1626702035.258996,-0.926711
1626702035.411773,-1.036477
1626702035.564530,-0.985755
1626702035.706578,-0.935823
1626702035.837291,-0.900797
1626702035.990099,-0.828165
1626702036.143177,-0.743997
1626702036.274132,-0.934191
1626702036.405077,0.473960
1626702036.546983,-0.947990
1626702036.689257,-0.868352
1626702036.842399,-1.047907
1626702036.995462,-1.046063
1626702037.126498,-0.911384
1626702037.268308,-1.073979
1626702037.421132,-0.742048
1626702037.562820,-0.855290
1626702037.704849,-0.930135
1626702037.846959,-0.987862
1626702037.977984,-0.872829
1626702038.130784,-0.874304
1626702038.272494,-0.873409
1626702038.403169,-1.156145
1626702038.534017,-1.204286
1626702038.665119,-0.990812
1626702038.806962,-0.819632
1626702038.960195,-0.811889
1626702039.113225,-0.873567
1626702039.243893,-1.217875
1626702039.385681,-1.146295
1626702039.538984,-0.947358
1626702039.680673,-0.780866
1626702039.811486,-0.860715
1626702039.965089,-0.874725
1626702040.107151,-0.937562
1626702040.260130,-0.975432
1626702040.423980,-0.946937
1626702040.608061,-0.780550
1626702040.749801,-0.716134
1626702040.913881,-1.130442
1626702041.055860,-0.952836
1626702041.197591,-1.062128
1626702041.339282,-0.824267
1626702041.492446,-1.075717
1626702041.623154,-1.078350
1626702041.776194,-0.887630
1626702041.918070,-0.916335
1626702042.060193,-0.944777
1626702042.201934,-0.790716
1626702042.343824,-0.883785
1626702042.485571,-1.039111
1626702042.627480,-0.958103
1626702042.769193,-0.883521
1626702042.911313,-0.641184
1626702043.042076,-0.992181
1626702043.214760,-1.045168
1626702043.356435,-0.888630
1626702043.498364,-0.904958
1626702043.640318,-0.956734
1626702043.793096,-0.887998
1626702043.924047,-0.705653
1626702044.077126,-0.788714
1626702044.219005,-0.977802
1626702044.349676,-0.996869
1626702044.502464,-0.983227
1626702044.655263,-0.724087
